persona_slug,mode,plan,model,n,mean_words,p95_words,fm_over_rate,std_over_rate,persona_lexicon_rate,universal_lexicon_rate,anti_flex_rate,modern_leak_rate,would_correct_rate,errors,ends_q_rate,no_opening_rate,stance_observation_rate,stance_any_rate
niccolo_machiavelli,deep,pro,claude-sonnet-4-6,3,138.7,147,1.0,0.3333,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.3333
niccolo_machiavelli,standard,free,claude-haiku-4-5-20251001,7,127.7,153,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.7143,0.1429,0.0,0.5714
niccolo_machiavelli,standard,pro,claude-sonnet-4-6,7,89.6,104,0.5714,0.5714,0.0,0.0,0.0,0.0,0.0,0,0.8571,0.0,0.0,0.4286
oscar_wilde,deep,free,claude-haiku-4-5-20251001,3,160.3,181,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.3333,0.6667
oscar_wilde,deep,pro,claude-sonnet-4-6,3,115.3,130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6667,0.0,0.0,0.6667
oscar_wilde,standard,free,claude-haiku-4-5-20251001,7,97.7,121,0.8571,0.8571,0.0,0.0,0.0,0.1429,0.0,0,1.0,0.0,0.1429,0.4286
oscar_wilde,standard,pro,claude-sonnet-4-6,7,69.3,82,0.1429,0.1429,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.1429,0.2857
sigmund_freud,deep,free,claude-haiku-4-5-20251001,3,178.7,190,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6667,1.0
sigmund_freud,deep,pro,claude-sonnet-4-6,3,119.0,139,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6667,0.0,0.0,0.3333
sigmund_freud,standard,free,claude-haiku-4-5-20251001,7,97.1,118,0.7143,0.7143,0.1429,0.0,0.0,0.0,0.1429,0,0.8571,0.1429,0.0,0.2857
sigmund_freud,standard,pro,claude-sonnet-4-6,7,81.9,93,0.1429,0.1429,0.0,0.0,0.0,0.0,0.0,0,0.8571,0.0,0.0,0.1429
simone_de_beauvoir,deep,free,claude-haiku-4-5-20251001,3,193.7,215,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0
simone_de_beauvoir,deep,pro,claude-sonnet-4-6,3,156.0,168,1.0,0.3333,0.0,0.0,0.0,0.0,0.0,0,0.6667,0.0,0.3333,0.6667
simone_de_beauvoir,standard,free,claude-haiku-4-5-20251001,7,111.3,139,0.7143,0.7143,0.0,0.0,0.0,0.0,0.0,0,0.8571,0.1429,0.2857,0.7143
simone_de_beauvoir,standard,pro,claude-sonnet-4-6,7,87.9,106,0.1429,0.1429,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.5714
socrates,deep,free,claude-haiku-4-5-20251001,3,116.7,141,0.6667,0.6667,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.3333,1.0
socrates,deep,pro,claude-sonnet-4-6,3,89.7,128,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6667,0.6667
socrates,standard,free,claude-haiku-4-5-20251001,7,78.9,95,0.4286,0.4286,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.2857
socrates,standard,pro,claude-sonnet-4-6,7,63.6,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8571,0.1429,0.4286,0.4286
