persona_slug,mode,plan,model,n,mean_words,p95_words,fm_over_rate,std_over_rate,persona_lexicon_rate,universal_lexicon_rate,anti_flex_rate,modern_leak_rate,would_correct_rate,errors,ends_q_rate,no_opening_rate,stance_observation_rate,stance_any_rate
marcus_aurelius,deep,pro,claude-sonnet-4-6,3,120.7,127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6667,0.0,0.3333,0.6667
marcus_aurelius,standard,pro,claude-sonnet-4-6,7,77.0,86,0.2857,0.2857,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.4286
miyamoto_musashi,deep,pro,claude-sonnet-4-6,3,110.3,123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6667,0.0,0.0,0.0
miyamoto_musashi,standard,pro,claude-sonnet-4-6,7,71.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.2857
